TargetWord,Prime,Unrelated,Length_Related,SubFreq_Related,LogSubFreq_Related,LogHAL_Related,OrthoN_Related,FreqGreater_Related,BGSum_Related,BGMean_Related,POS_Related,ELP_NT_RT_Related,ELP_N_Z_Related,ELP_NT_Acc_Related,Relation1_Related,Relation2_Related,FAS_Related,BAS_Related,CueFanOut_Related,LSA_Related,LSA_Unrelated,NT_200ms_RT_Related,NT_200ms_RT_Unrelated,NT_200ms_Z_Related,NT_200ms_Z_Unrelated,NT_200ms_Acc_Related,NT_200ms_Acc_Unrelated,NT_1200ms_RT_Related,NT_1200ms_RT_Unrelated,NT_1200ms_Z_Related,NT_1200ms_Z_Unrelated,NT_1200ms_Acc_Related,NT_1200ms_Acc,NT_200ms_RT_Priming_Related,NT_200ms_Z_Priming_Related,NT_200ms_Acc_Priming_Related,NT_1200ms_RT_Priming_Related,NT_1200ms_Z_Priming_Related,NT_1200ms_Acc_Priming_Related
asia,EUROPE,QUARTER,6,26.82,3.14,10.63,0,,6060,1212,NN,600.04,-0.5,1,category,,0.108,0.026,24,0.56,0.05,588.6896552,564.9285714,0.1819865223,-0.04976192903,1,1,565.5,533.5263158,-0.0003391864092,0.1700628356,1,1,-23.76108374,-0.2317484514,0,-31.97368421,0.170402022,0
ask,INQUIRE,PARCEL,7,1.69,1.94,8.05,1,1,13282,2213.67,VB,734.86,-0.1,1,synonym,,0.48,0.061,13,0.5,0.08,618.875,458.2121212,0.125355144,-0.5776847885,1,1,450.7352941,499.1351351,-0.5758426759,-0.4406526379,1,1,-160.6628788,-0.7030399325,0,48.39984102,0.135190038,0
asleep,UNCONSCIOUS,LETTUCE,11,11.43,2.77,7.9,0,,19701,1970.1,JJ|NN,693.93,-0.08,1,synonym,,0.15,0.014,16,0.14,0.07,568.65,509.8214286,0.1544793166,-0.3583921151,0.9,1,485.2432432,473.1538462,-0.3004149935,-0.538126303,1,1,-58.82857143,-0.5128714318,-0.1,-12.08939709,-0.2377113095,0
ass,DONKEY,CLOG,6,5.35,2.44,7.87,1,1,6614,1322.8,NN,609.93,-0.55,1,synonym,,0.534,0.27,10,0.18,0.08,527.3,551.2916667,-0.1710769953,0.008469446128,1,1,470.9285714,618.8333333,-0.381157166,0.354406379,1,1,23.99166667,0.1795464415,0,147.9047619,0.7355635451,0
assistant,HELPER,TEASE,6,2.02,2.02,7.62,1,1,11391,2278.2,NN,547.75,-0.72,1,synonym,,0.229,0.4,17,0.17,0.01,524.6153846,642.0833333,0.07059816126,0.5584388956,1,1,603.0789474,644.8235294,0.2937366988,0.3686255736,1,0.9411764706,117.4679487,0.4878407344,0,41.74458204,0.07488887478,0.05882352941
assume,PRESUME,GRANDPA,7,8.14,2.62,8.63,0,,13606,2267.67,VB,650.38,-0.3,1,synonym,,0.368,0.039,9,0.13,0.04,524.4,552.9574468,-0.2831549009,0.007463366769,1,0.9574468085,498,528.2564103,-0.04499704947,0.02391140895,0.9523809524,1,28.55744681,0.2906182677,0.04255319149,30.25641026,0.06890845842,-0.04761904762
atom,NEUTRON,TREE,7,1.24,1.81,7.72,0,,11803,1967.17,NN,756.7,0,1,supraordinate,,0.233,0.013,11,0.56,0,559.4230769,558.1,0.1288574206,0.03119087575,1,1,540.2105263,617,-0.03290175068,0.715586802,1,0.9047619048,-1.323076923,-0.0976665449,0,76.78947368,0.7484885527,0.09523809524
attack,ASSAULT,LINK,7,17.57,2.95,9.26,0,,5633,938.83,NN|VB,634.78,-0.45,1,synonym,,0.169,0.027,18,0.47,0.12,573.0869565,515.3888889,0.01541205593,-0.0974266319,1,1,550.9166667,546.3571429,-0.08757273235,-0.1393835195,1,1,-57.69806763,-0.1128386878,0,-4.55952381,-0.05181078713,0
attempt,TRY,OUTLET,3,476.75,4.39,12.52,7,0,2322,1161,VB|NN,582.15,-0.67,1,synonym,,0.13,0.749,16,0.37,0.12,541.3809524,593.6875,-0.1536389676,0.233856165,1,1,481.4230769,479,-0.3216650894,-0.08465268277,1,1,52.30654762,0.3874951325,0,-2.423076923,0.2370124066,0
attic,BASEMENT,LINGERIE,8,21.06,3.03,8.45,2,0,13846,1978,NN,592.21,-0.64,1,antonym,category,0.143,0.205,19,0.55,0.19,521.75,562.7714286,-0.3375496067,0.2791829629,1,0.8571428571,478.9583333,576.04,-0.2244414265,0.2078067319,0.9583333333,1,41.02142857,0.6167325696,0.1428571429,97.08166667,0.4322481584,-0.04166666667
aunt,RELATIVE,SAPPHIRE,8,7.78,2.6,9.81,0,,20027,2861,JJ|NN,660.81,-0.34,1,supraordinate,,0.169,0.087,16,0.08,0.05,528.9545455,573.8333333,-0.03746766559,0.1379252322,0.9545454545,0.9722222222,538.4,546.0952381,0.2049045698,0.2612484993,0.9333333333,0.9523809524,44.87878788,0.1753928977,-0.01767676768,7.695238095,0.05634392956,-0.01904761905
australia,KANGAROO,ABDUCT,8,2.31,2.08,6.71,0,,14164,2023.43,NN,674.77,-0.18,1,script,,0.175,,11,0.43,-0.03,588.90625,559.6071429,0.2652473484,0.4635342458,1,1,540.4736842,592.2105263,-0.03488327131,0.2757873222,1,1,-29.29910714,0.1982868974,0,51.73684211,0.3106705935,0
auto,CAR,INFERIOR,3,483.06,4.39,11.37,15,3,4768,2384,NN,633.59,-0.5,1,synonym,,0.133,0.784,25,0.6,0.01,478.5897436,564.24,-0.5316568435,0.09849350068,1,1,555.6153846,592.804878,0.1314942724,0.1065198128,1,1,85.65025641,0.6301503442,0,37.18949343,-0.02497445952,0
average,NORM,MARS,4,3.33,2.23,8.77,3,1,4136,1378.67,NN,618.36,-0.51,1,synonym,,0.173,0.02,26,0.29,0.01,541.4,491.2857143,-0.01569306878,-0.3087812919,1,1,526.0263158,617.3333333,-0.1365315774,0.2265320907,1,1,-50.11428571,-0.2930882232,0,91.30701754,0.3630636681,0
awake,ASLEEP,DETAIL,6,49.82,3.41,8.6,0,,6842,1368.4,RB|JJ,636.19,-0.39,1,antonym,,0.371,0.618,15,0.9,0.05,530.6,509.7619048,-0.2047119337,-0.1881899066,0.9666666667,1,509.28,534.6666667,-0.2806080734,-0.1604349558,1,1,-20.83809524,0.01652202711,-0.03333333333,25.38666667,0.1201731176,0
award,MERIT,CONTAINER,5,3.39,2.24,8.62,0,,12954,3238.5,NN|VB,610.33,-0.5,1,synonym,,0.176,0.014,15,0.09,0.01,542.4,533.1111111,-0.04791974139,-0.04144064244,1,0.962962963,493.9565217,532.6666667,-0.2058385196,-0.03724351439,1,1,-9.288888889,0.006479098957,0.03703703704,38.71014493,0.1685950052,0
aware,UNAWARE,PLAYTHING,7,2.35,2.08,8.26,0,,11678,1946.33,JJ|NN,592.39,-0.69,1,antonym,,0.24,0.082,18,0.46,0.15,547.3,515.2142857,0.09474002576,-0.1108821348,0.9333333333,1,537.7894737,559.4285714,-0.4301794533,0.5470037936,1,0.9285714286,-32.08571429,-0.2056221606,-0.06666666667,21.63909774,0.9771832469,0.07142857143
away,FURTHER,LANGUAGE,7,52.75,3.43,11.33,1,0,12000,2000,JJ|RB|VB,646.75,-0.34,1,fpa,,0.169,0,13,0.27,0.06,532.8809524,513.7,-0.1933116894,-0.415407744,0.9761904762,1,503.8666667,508.125,-0.2855958309,-0.2667855057,1,0.9583333333,-19.18095238,-0.2220960546,-0.02380952381,4.258333333,0.01881032515,0.04166666667
ax,HATCHET,ADMISSION,7,1.96,2,6.23,2,0,10185,1697.5,NN,730.81,-0.12,0.96,category,,0.467,0.033,13,0.39,-0.01,513.8888889,519.1212121,-0.086252046,-0.1555160219,1,1,509.8,566.9,-0.2214913824,0.03529196254,0.9714285714,1,5.232323232,-0.06926397589,0,57.1,0.2567833449,-0.02857142857
baby,CHILD,WHERE,5,157.65,3.91,11.08,3,0,4364,1091,NN,588.85,-0.56,1,category,,0.202,0.212,15,0.41,0.19,488.35,472.5,-0.6740482282,-0.4979944484,1,1,481.2,477.037037,-0.4985234521,-0.2076139521,1,1,-15.85,0.1760537799,0,-4.162962963,0.2909095,0
back,RETREAT,CONTEST,7,9.49,2.69,8.03,1,0,18122,3020.33,NN|VB,620.64,-0.49,1,synonym,,0.117,0,27,0.25,0.21,487,532.4705882,-0.4271748646,-0.07164550202,1,1,543.047619,497.4137931,-0.09140321342,-0.4486749162,1,1,45.47058824,0.3555293626,0,-45.63382594,-0.3572717028,0
backpack,KNAPSACK,DICE,8,0.65,1.53,5.23,0,,5853,836.14,NN,763.96,0.06,0.96,synonym,,0.291,0.022,16,0.16,-0.03,578.6785714,577.1153846,0.6524551446,0.2867509153,0.9642857143,1,636.2352941,518.6923077,0.2864431689,-0.03520429045,1,0.9230769231,-1.563186813,-0.3657042292,-0.03571428571,-117.5429864,-0.3216474594,0.07692307692
backward,FORWARD,PARCHED,7,72.33,3.57,10.97,0,,7673,1278.83,RB|JJ|VB|NN,625.96,-0.39,0.96,antonym,,0.5,0.709,13,0.77,0.09,530.85,553.2,-0.2485448611,0.3164990855,1,0.95,518.1538462,543.3846154,-0.08964311583,0.01112943778,1,1,22.35,0.5650439466,0.05,25.23076923,0.1007725536,0
bacon,EGGS,APPLIANCE,4,38.65,3.29,9.01,0,,946,315.33,NN|VB,583.46,-0.62,1,category,,0.176,0.517,21,0.35,0,521.5,550.5384615,-0.3344774147,-0.07842987881,1,1,463.6363636,603.9375,-0.3458321152,0.3608646526,1,1,29.03846154,0.2560475359,0,140.3011364,0.7066967678,0
bad,VILLAIN,TUMOR,7,4.16,2.33,7.84,0,,13659,2276.5,NN,749.85,0.04,1,script,,0.321,0,11,0.14,0.05,562.8157895,478.8571429,-0.02493195995,-0.3854488101,1,1,524.826087,464.826087,-0.2870272557,-0.5827902179,0.9782608696,1,-83.95864662,-0.3605168502,0,-60,-0.2957629622,-0.02173913043
bag,SACK,CHAOS,4,12.92,2.82,7.71,13,8,3142,1047.33,NN|VB,609.5,-0.45,1,synonym,,0.444,0.11,9,0.56,0.04,499.2631579,551.6363636,-0.3987724225,-0.05310623809,1,1,487.1764706,521.2,-0.4780649092,-0.02825185685,1,1,52.37320574,0.3456661844,0,34.02352941,0.4498130523,0
bake,BROIL,STATION,5,0.29,1.2,4.73,0,,4500,1125,NN|VB,629.68,-0.53,1,category,,0.267,0.047,13,0.14,0.09,460.3571429,578.6829268,-0.4256250461,0.2913946561,1,0.9024390244,521.9259259,538.9230769,0.02894600054,0.1942123439,0.962962963,1,118.325784,0.7170197022,0.09756097561,16.997151,0.1652663434,-0.03703703704
ball,BOWLING,SURROUNDINGS,7,10.69,2.74,8.6,3,0,15097,2516.17,NN|VB,636.88,-0.48,0.92,fpa,,0.37,0,13,0.47,0.06,502.0196078,554,-0.3332557043,0.003696448078,1,1,540.2777778,495.7352941,-0.2121333402,-0.1954276628,0.9444444444,0.9117647059,51.98039216,0.3369521524,0,-44.54248366,0.0167056774,0.03267973856
ballet,TUTU,RELATIVE,4,0.69,1.56,4.96,0,,2422,807.33,NN,667.08,-0.29,1,perceptual property,,0.361,0,12,0.53,0.07,569.2,582.2857143,0.09689421112,0.06001071431,1,0.8214285714,579.7777778,689.9259259,0.5212534392,0.9037865283,0.9259259259,1,13.08571429,-0.0368834968,0.1785714286,110.1481481,0.3825330891,-0.07407407407
balloon,HELIUM,DEFEND,6,1.43,1.87,7.06,0,,6916,1383.2,NN|JJ,688.88,-0.31,0.96,fpa,,0.556,0.115,11,0.14,-0.02,576.0416667,652.45,0.2533100418,0.4119169604,1,0.95,596.6666667,536.9285714,-0.09930719873,0.08417196447,1,1,76.40833333,0.1586069186,0.05,-59.73809524,0.1834791632,0
band,RUBBER,SHEARS,6,14,2.85,9.22,3,0,8236,1647.2,NN,611,-0.55,1,fpa,,0.216,0,20,0.26,0.06,519.4,573.6842105,-0.2722297455,0.1674197211,1,1,500.7,511.7857143,-0.3145607847,-0.363797421,1,1,54.28421053,0.4396494667,0,11.08571429,-0.04923663632,0
bank,TELLER,WOMEN,6,2.57,2.12,7.15,4,2,17324,3464.8,NN,602.23,-0.54,1,bpa,,0.814,0.028,4,0.8,0.02,515.3958333,542.5357143,-0.3690668867,0.003542351326,1,0.9642857143,521.2368421,543.4090909,-0.213115335,-0.08387236565,0.9736842105,0.9545454545,27.13988095,0.372609238,0.03571428571,22.1722488,0.1292429693,0.01913875598
bar,SALOON,SWISS,6,5.14,2.42,6.29,1,1,10801,2160.2,NN,676.31,-0.25,1,synonym,,0.571,0,7,0.2,0.11,514.0769231,511.3076923,-0.3798344757,-0.2992961013,1,1,499.4444444,536.6296296,-0.1429778504,-0.09357355235,1,1,-2.769230769,0.08053837442,0,37.18518519,0.04940429805,0
bargain,SALE,COBWEB,4,25.39,3.11,11.47,19,1,7216,2405.33,NN,612.93,-0.4,1,synonym,,0.131,0.317,17,0.36,0.11,550.3235294,595.8888889,0.1666459916,0.5507905232,0.9705882353,0.962962963,535.46875,554.9,0.01694499715,0.1398005531,1,1,45.56535948,0.3841445316,0.007625272331,19.43125,0.122855556,0
base,FOUNDATION,VOLCANO,10,14.51,2.87,9.93,0,,22489,2498.78,NN,612.08,-0.46,1,synonym,,0.167,0.02,19,0.3,0.04,511.0526316,547,0.1139204952,-0.2580354855,1,0.9166666667,573.25,570.2424242,-0.02203176999,0.1898458621,1,1,35.94736842,-0.3719559807,0.08333333333,-3.007575758,0.2118776321,0
baseball,CATCHER,BURGLARY,7,3.75,2.28,7.13,1,1,15651,2608.5,NN,630.39,-0.46,1,script,,0.293,0,10,0.72,-0.01,531.3846154,563.2,-0.2509432232,0.110398953,1,0.975,533.32,596.0740741,-0.109914341,0.02053370445,1,1,31.81538462,0.3613421762,0.025,62.75407407,0.1304480454,0
basic,INSTINCT,REMAIN,8,7.65,2.59,8.1,0,,26540,3791.43,NN,661.5,-0.24,1,bpa,,0.322,0,20,0.21,0.32,500.28,537.0697674,-0.4816309229,-0.01267683278,1,1,499.92,547.9230769,-0.1985763219,0.0798104289,1,1,36.78976744,0.4689540901,0,48.00307692,0.2783867508,0
basket,WICKER,TARZAN,6,0.94,1.69,5.94,7,5,10762,2152.4,NN|VB,603.86,-0.53,1,fpa,,0.304,0.042,9,0.37,0.04,503.1052632,562.4,-0.1061504426,0.07572826635,1,1,483,609.7142857,-0.4234178403,0.08544968888,1,1,59.29473684,0.181878709,0,126.7142857,0.5088675292,0
basketball,DUNK,TUESDAY,4,2.59,2.12,6.97,12,8,2501,833.67,VB|NN,631,-0.52,1,unclassifed,,0.218,0,16,,0.1,618.9444444,514.0571429,0.2765503102,-0.2633179028,1,1,529.4411765,504.48,-0.05230552114,-0.2186960988,1,0.96,-104.8873016,-0.539868213,0,-24.96117647,-0.1663905776,0.04
bass,TREBLE,CARDS,6,0.18,1,6.78,0,,11065,2213,JJ|VB,677.82,-0.26,1,antonym,,0.487,0.095,8,0.37,0.03,574.3913043,605.5294118,0.444229043,0.3789016578,0.7608695652,0.8235294118,646.8974359,608.6923077,0.9716159648,0.1723536332,0.8974358974,0.8461538462,31.13810742,-0.06532738516,-0.06265984655,-38.20512821,-0.7992623316,0.05128205128
bat,BALL,CONTRACT,4,104.96,3.73,10.56,19,4,5458,1819.33,NN,570.44,-0.68,1,instrument,,0.19,0.252,17,0.84,0.02,540.1142857,476.4117647,-0.0270021664,-0.3276331666,1,1,533.78125,509.4375,-0.2254593191,-0.2287780378,1,0.96875,-63.70252101,-0.3006310002,0,-24.34375,-0.003318718686,0.03125
bath,ROBE,LEAST,4,8.49,2.64,7.4,9,5,3360,1120,NN|VB,555.96,-0.7,1,bpa,,0.181,0,18,0.2,0.27,487.75,536.6190476,-0.3481903339,-0.1806004232,1,1,512.25,476.4074074,-0.0600731368,-0.2233310287,0.95,0.962962963,48.86904762,0.1675899107,0,-35.84259259,-0.1632578919,-0.01296296296
bathroom,TOILET,LIBERTY,6,28.9,3.17,8.62,1,0,7918,1583.6,NN,580.21,-0.56,1,script,,0.336,0.338,15,0.48,0,464.7333333,533.35,-0.5800333307,-0.1513366791,1,1,569.3888889,539,-0.02230088361,-0.09588085709,1,1,68.61666667,0.4286966516,0,-30.38888889,-0.07357997348,0
beach,COAST,MEETING,5,26.69,3.13,10.01,3,0,7910,1977.5,NN|VB,635.57,-0.5,1,category,,0.103,0.012,22,0.26,0.09,508.0769231,627.95,-0.2691288715,0.199453523,0.9230769231,1,559.7692308,560.037037,0.1879928885,0.3490244736,1,0.962962963,119.8730769,0.4685823945,-0.07692307692,0.2678062678,0.1610315852,0.03703703704
beam,LASER,ABLE,5,8.49,2.64,9.69,5,1,11664,2916,NN,603.85,-0.56,1,fpa,,0.363,0.041,13,0.65,0.12,588.7826087,576.1052632,0.2032229846,-0.004087325781,1,1,488.0869565,635.3333333,-0.2395742431,0.7419950705,1,1,-12.67734554,-0.2073103104,0,147.2463768,0.9815693135,0
bean,KIDNEY,EVERYDAY,6,9.69,2.69,7.81,1,0,3847,769.4,NN,617.96,-0.48,1,fpa,,0.212,0,15,0.23,0.07,578.8421053,549.5,0.3090336458,0.216227261,1,1,512.3809524,547.8043478,-0.1191784143,0.1076980343,1,1,-29.34210526,-0.09280638485,0,35.42339545,0.2268764487,0
bear,CUB,PRIMATE,3,2.1,2.03,7.18,13,10,1034,517,NN,633.85,-0.38,0.96,bpa,,0.585,0.051,7,0.74,0.08,581.5,562.3255814,0.2054311198,0.2701662991,1,0.9069767442,559.4117647,594.64,-0.130395249,0.2229792862,0.9411764706,0.96,-19.1744186,0.06473517931,0.09302325581,35.22823529,0.3533745352,-0.01882352941
beard,MUSTACHE,DINNER,8,4.94,2.4,6.19,0,,11996,1713.71,NN,678.04,-0.23,0.96,category,,0.446,0.31,9,0.61,0.21,546.6923077,616.2916667,0.102536873,0.4391873809,1,0.9583333333,559.5357143,537.3333333,0.1074300701,0.06763640274,1,0.9444444444,69.59935897,0.3366505079,0.04166666667,-22.20238095,-0.03979366735,0.05555555556
beast,BEAUTY,SOCK,6,48.24,3.39,9.45,0,,4785,957,NN,580.96,-0.49,1,antonym,,0.233,0.079,17,0.31,0.12,563.4210526,610.7419355,0.1153955663,0.8233706583,0.9473684211,0.8709677419,567.2903226,563.7826087,0.3467442961,0.4378532228,1,0.9565217391,47.32088285,0.707975092,0.07640067912,-3.507713885,0.09110892673,0.04347826087
beat,RHYTHM,CURVE,6,10.9,2.75,8.49,0,,1776,355.2,NN,655.08,-0.43,0.93,synonym,,0.354,0,13,0.49,0.04,596.7272727,534.55,0.1952626964,0.2058120818,1,1,556.097561,536.6153846,0.1336133392,-0.05072237735,0.9756097561,1,-62.17727273,0.01054938541,0,-19.48217636,-0.1843357165,-0.0243902439
beautiful,GORGEOUS,SNEAKY,8,24.06,3.09,8.13,0,,8017,1145.29,JJ,695.11,-0.07,1,synonym,,0.184,0.056,17,0.47,0.07,653.4210526,586.7741935,0.6307257152,0.1264668783,1,1,574.3846154,541.4,0.2438072925,0.1802405087,1,1,-66.64685908,-0.5042588369,0,-32.98461538,-0.06356678379,0
bed,LOFT,CANDIDATE,4,3.65,2.27,6.62,5,5,1829,609.67,NN,564.41,-0.74,1,unclassified,,0.27,0,15,0.44,0.01,513.7878788,508.4444444,-0.2215119133,-0.197662389,1,1,493.6071429,527.3461538,-0.2806020837,-0.02374538879,1,1,-5.343434343,0.02384952429,0,33.73901099,0.2568566949,0
bedroom,ROOM,FAR,4,439.51,4.35,11.35,8,0,4286,1428.67,NN|VB,568.42,-0.76,1,supraordinate,,0.15,0,22,0.81,0.12,519.7142857,576.9090909,-0.2057380703,0.01743251503,1,1,512.7692308,535.8928571,-0.3103520905,0.0607581465,1,0.9642857143,57.19480519,0.2231705853,0,23.12362637,0.371110237,0.03571428571
bee,HIVE,COMPETITION,4,0.98,1.71,8.22,9,7,3860,1286.67,NN,631.81,-0.47,1,bpa,,0.809,0.173,5,0.92,0.01,533.0434783,539.4230769,-0.1011554651,0.2484842549,1,1,493,520.3461538,-0.2120711694,-0.1029334975,1,0.9615384615,6.379598662,0.3496397201,0,27.34615385,0.1091376719,0.03846153846
beef,ROAST,GLIDE,5,9.78,2.7,7.3,4,2,7580,1895,NN|VB,587.67,-0.63,1,fpa,,0.494,0.085,16,0.55,0.05,527,531.0769231,-0.3519163465,-0.05116787868,1,1,503.8461538,537.4473684,-0.5383014666,0.02313716394,1,0.9736842105,4.076923077,0.3007484678,0,33.60121457,0.5614386306,0.02631578947
beer,MUG,SYSTEM,3,6.84,2.54,7.4,11,6,673,336.5,NN,587.43,-0.62,1,instrument,,0.268,0.038,9,0.24,0.02,557.5,590.2,0.1057592188,0.09221730684,1,1,472.3333333,524.8974359,-0.1332062668,0.1738914302,1,1,32.7,-0.01354191197,0,52.56410256,0.307097697,0
before,AFTER,TUNE,5,682.59,4.54,12.93,2,0,10949,2737.25,minor,568.04,-0.74,1,antonym,,0.571,0.859,10,0.81,0.34,469.6875,604.6,-0.4691543734,0.6422009913,1,1,593.7241379,532.7333333,0.1415801457,0.05401075668,1,1,134.9125,1.111355365,0,-60.9908046,-0.08756938898,0
beg,PLEAD,DISH,5,7,2.55,6.93,2,1,7059,1764.75,VB,618.57,-0.49,1,synonym,,0.493,0.25,9,0.25,0.12,572.0606061,503.0882353,-0.07839114417,-0.3699364529,1,0.9705882353,517.4864865,515.7857143,-0.08774624036,0.05416958653,1,1,-68.97237077,-0.2915453087,0.02941176471,-1.700772201,0.1419158269,0
begin,ORIGINATE,VIVID,9,0.29,1.2,7.27,0,,23922,2990.25,VB,641.67,-0.33,1,synonym,,0.244,0,14,0.13,0.2,660,594.5,0.3908523724,0.4406184611,0.9473684211,1,534.04,593.8888889,0.06886408507,0.3488552051,0.96,1,-65.5,0.04976608869,-0.05263157895,59.84888889,0.27999112,-0.04
beginner,NOVICE,CONVENT,6,0.8,1.62,8.56,1,1,6031,1206.2,NN,666.7,-0.41,0.92,synonym,,0.283,0.199,10,0.18,0.05,584.8333333,586.2380952,0.08651152519,0.9012433655,1,0.9523809524,573.45,612.8846154,0.3964116107,0.2906498805,1,0.9615384615,1.404761905,0.8147318403,0.04761904762,39.43461538,-0.1057617301,0.03846153846
beginning,ENDING,EAST,6,15.92,2.91,9.56,0,,18269,3653.8,VB|NN,586.37,-0.64,1,antonym,,0.486,0,11,0.56,0.16,521.1052632,582.3461538,-0.1586394841,0.2955002705,0.9473684211,1,577.1590909,527.2307692,0.181244409,-0.06663486664,1,1,61.24089069,0.4541397547,-0.05263157895,-49.92832168,-0.2478792757,0
behind,AHEAD,SAFARI,5,198.33,4,10.16,0,,4683,1170.75,RB|minor,604.58,-0.66,1,antonym,,0.424,0.027,12,0.61,0.15,563.3,628.4,0.2223512641,0.3919136384,1,1,518.85,539.5277778,-0.317042955,-0.02885315362,1,0.9444444444,65.1,0.1695623743,0,20.67777778,0.2881898014,0.05555555556
being,HUMAN,TWILIGHT,5,124.76,3.8,12.1,0,,6083,1520.75,JJ|NN,571.88,-0.57,1,fpa,,0.244,0.34,16,0.41,0.18,543.25,640.4,-0.07486234467,0.5715070414,1,1,526.2083333,493.3157895,0.08735845933,-0.1462763851,1,0.9473684211,97.15,0.646369386,0,-32.89254386,-0.2336348444,0.05263157895
belief,SUPERSTITION,RIGID,12,2.06,2.03,6.8,0,,32969,2997.18,NN,710.48,0.13,1,unclassifed,,0.11,0,27,0.35,0.22,459,600.173913,-0.3844288227,0.4482745463,1,1,547.7222222,553.56,-0.1453863031,0.2456776348,1,1,141.173913,0.832703369,0,5.837777778,0.3910639379,0
believe,DISBELIEVE,VACANCY,10,0.16,0.95,6.06,0,,13662,1518,VB,778.65,0.15,0.96,antonym,,0.156,0.067,26,,0.04,583.5454545,544.5,0.4603171343,0.0566724898,0.9545454545,0.9642857143,595.65,569.6538462,0.3627189926,0.3967981499,1,1,-39.04545455,-0.4036446445,-0.00974025974,-25.99615385,0.03407915728,0
bell,CHIME,HEADING,5,0.92,1.68,6.98,6,2,5230,1307.5,NN|VB,721.81,0.07,1,perceptual property,,0.36,0,9,0.24,0.01,537.9807692,559.7777778,-0.1239168435,0.0220466676,0.9807692308,1,526.7777778,514.8947368,-0.1773743275,-0.1673945858,1,1,21.79700855,0.1459635111,-0.01923076923,-11.88304094,0.009979741699,0
below,ABOVE,TICKET,5,48.88,3.4,12.09,1,0,4212,1053,minor|JJ|NN,561.39,-0.72,1,antonym,,0.564,0.503,9,0.79,0.11,515.0909091,583.4583333,-0.3341628317,0.222721539,1,1,517.375,495.76,-0.2378436477,0.05011973373,1,1,68.36742424,0.5568843707,0,-21.615,0.2879633815,0
belt,SASH,DAIRY,4,1.14,1.77,5.73,10,8,3483,1161,NN,672.85,-0.3,1,category,,0.135,0,19,0.16,0.24,549.9428571,542.6097561,0.1163180481,-0.2197439805,1,1,507.6923077,501.1428571,0.009161835517,-0.1693053319,1,1,-7.333101045,-0.3360620287,0,-6.549450549,-0.1784671674,0
bend,FLEXIBLE,TOPPING,8,2.67,2.14,9.16,0,,9628,1375.43,JJ,593.57,-0.6,1,unclassifed,,0.232,0.048,19,0.48,0.04,522.5208333,555.9285714,-0.2432427305,-0.09917873549,1,0.9285714286,491.6216216,492.8461538,-0.1215236546,-0.3170362182,1,0.9230769231,33.4077381,0.144063995,0.07142857143,1.224532225,-0.1955125636,0.07692307692
best,FAVORITE,CAPTION,8,59.45,3.48,10.53,0,,13267,1895.29,JJ|NN,665.5,-0.37,1,unclassifed,,0.326,0,14,0.46,0.02,635.7857143,488,0.05303716642,-0.4724223331,1,1,560.9705882,508.0810811,0.3060581014,-0.1199307768,1,1,-147.7857143,-0.5254594995,0,-52.88950715,-0.4259888782,0
better,WORSE,CRICKET,5,98.08,3.7,10.46,4,0,6592,1648,JJ|RB|NN,585.89,-0.75,1,antonym,,0.403,0.435,10,0.56,0.09,532.3333333,501.5714286,-0.2542862595,-0.3218845408,1,0.9523809524,491.5,536.7894737,-0.3380330844,0.1038482347,1,0.9736842105,-30.76190476,-0.0675982813,0.04761904762,45.28947368,0.4418813192,0.02631578947
bible,PROVERB,ME,7,1.08,1.75,7.09,0,,12353,2058.83,NN,674.04,-0.24,0.88,unclassifed,,0.345,0,15,0.05,0.08,581.7777778,568.2,0.2129038838,0.3619395484,1,1,523.6,537.5714286,0.03894470321,0.06509806309,1,1,-13.57777778,0.1490356646,0,13.97142857,0.02615335988,0
bicycle,TRICYCLE,RUNNER,8,0.53,1.45,5.06,0,,11106,1586.57,NN,797.72,0.11,0.89,category,,0.464,0.047,9,0.09,0.14,540.44,463.5,-0.02739167535,-0.7556471093,0.98,1,511.4761905,524.7096774,-0.1109652302,0.04804646284,1,1,-76.94,-0.7282554339,-0.02,13.23348694,0.159011693,0
big,HUGE,PASTA,4,48.37,3.39,10.55,2,0,1818,606,JJ|NN,608.38,-0.53,0.93,synonym,,0.393,0.02,7,0.36,0.05,509.8529412,567.5454545,-0.4757572455,-0.1099252532,1,1,537.1578947,569.21875,-0.0708785782,-0.2986624237,1,0.96875,57.69251337,0.3658319923,0,32.06085526,-0.2277838455,0.03125
bike,PEDAL,ROCK,5,2.04,2.02,8.08,3,1,9746,2436.5,NN|VB,657.96,-0.33,1,perceptual property,bpa,0.544,0.047,11,0.5,0.02,522.4871795,529.0769231,-0.2625647645,-0.1213915154,1,0.9615384615,513.8181818,509.7142857,-0.1900114812,0.08868606108,1,1,6.58974359,0.1411732491,0.03846153846,-4.103896104,0.2786975423,0
billy,IDOL,SWOON,4,2.76,2.15,7.56,0,,2747,915.67,NN,629.44,-0.46,1,bpa,,0.224,,15,0.08,-0.03,544.4074074,566.5454545,0.2140451241,-0.0009247554617,1,1,574.25,573.2173913,0.2834687017,0.2896470394,0.9772727273,0.9565217391,22.13804714,-0.2149698795,0,-1.032608696,0.006178337674,0.02075098814
